"status_id","created_at","user_id","screen_name","text","source","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","retweet_status_id","retweet_text","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords"
"x970050469069438976",2018-03-03 21:37:09,"x968299607498174464","RealKinkead","MICHAEL IS NOW SICK WITH THE FLU - THE SAME FLU THAT HAS KILLED 240 PEOPLE JUST HERE IN SAN DIEGO, CALIFORNIA ALONE - PLEASE PEOPLE I REALLY NEED YOUR HELP IN MAKING HIS FINAL ARRANGEMENTS! https://t.co/li2j8x2c6t","Twitter Web Client",,,,TRUE,FALSE,1,0,,,"twitter.com/investors_by/s…","https://t.co/li2j8x2c6t","https://twitter.com/investors_by/status/969696139451817999",,,,,,,,,,,"en","x969696139451817999","Let's #help this man acquire enough #funds to cover #burial #expenses for his #brother. #Donate:  https://t.co/tSfpXyRCWh",,,,,,,,,,,
"x970039263797612545",2018-03-03 20:52:37,"x20559255","bonniebaxterka","RT @HishamBharoocha: Sorry folks @killalters has to cancel tonight because @OrbKA is sick with the stomach flu.. definitely still go to see…","Twitter for iPhone",,,,FALSE,TRUE,0,1,,,,,,,,,,,,,,"x191846299 2214705702 19214178","HishamBharoocha killalters OrbKA","en",,,"x970039026777575429","Sorry folks @killalters has to cancel tonight because @OrbKA is sick with the stomach flu.. definitely still go to see @oneida_official + Christy and Emily! Still an awesome show at Secret Project Robot https://t.co/mbPEVprMYI",,,,,,,,,
"x970039026777575429",2018-03-03 20:51:41,"x191846299","HishamBharoocha","Sorry folks @killalters has to cancel tonight because @OrbKA is sick with the stomach flu.. definitely still go to see @oneida_official + Christy and Emily! Still an awesome show at Secret Project Robot https://t.co/mbPEVprMYI","Twitter for iPhone",,,,TRUE,FALSE,3,1,,,"twitter.com/bonniebaxterka…","https://t.co/mbPEVprMYI","https://twitter.com/bonniebaxterka/status/970036186206146560",,,,,,,,,"x2214705702 19214178 955638336286281729","killalters OrbKA oneida_official","en","x970036186206146560","Sad to say we have to cancel our set tonight at Secret Project Robot with Oneida:( Nicos is really sick rn with a stomach virus . Be healthy and safe y’all .",,,,,,,,,,,
"x970037582309543942",2018-03-03 20:45:56,"x4474969277","breakourfall89","I’ve been laying in bed for 3 days with the flu. And this is the first weekend that I’m not busy and actually had time to hangout with friends and I’m sick.....great.
😷😭","Twitter for iPhone",,,,FALSE,FALSE,1,0,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x970026729552207872",2018-03-03 20:02:49,"x4501491536","diane_addona","@HawkeyeOnAir He was so awesome even sick with the flu!!! What a trooper he was all night not letting his fans down for one moment!!! ♥️👍","Twitter for Android","x969732054882635776","x23779848","HawkeyeOnAir",FALSE,FALSE,3,0,,,,,,,,,,,,,,"x23779848","HawkeyeOnAir","en",,,,,,,,,,,,,
"x970021102415163392",2018-03-03 19:40:27,"x924012604388933632","jefe_reina","Swear my child could be sick with the flu and still wants to play","Twitter for iPhone",,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x970014672643530752",2018-03-03 19:14:54,"x175255107","Aceballaz","@Royceda59 I haven’t seen it yet but I’ve been sick with the flu. But once again m better I’m going.","Twitter for iPhone","x969984953491521538","x18220386","Royceda59",FALSE,FALSE,0,0,,,,,,,,,,,,,,"x18220386","Royceda59","en",,,,,"https://api.twitter.com/1.1/geo/id/0fa2e45c48f0ae2a.json","Loveland","Loveland, CO","city","United States","US",,,"-105.176024 -104.973792 -104.973792 -105.176024 40.3529092 40.3529092 40.4658383 40.4658383"
"x970012233412546560",2018-03-03 19:05:13,"x2559626501","SterileSpace","School officials trying to prevent spread of #flu with cleaning 'harder' and telling parents their children must stay home if they are sick. https://t.co/PW5ztUMYHn","Hootsuite",,,,FALSE,FALSE,0,0,"flu",,"ow.ly/yMpR30iFPTw","https://t.co/PW5ztUMYHn","http://ow.ly/yMpR30iFPTw",,,,,,,,,,,"en",,,,,,,,,,,,,
"x970011863273693185",2018-03-03 19:03:44,"x293652678","ItsTheMelMan","I’ve been sick all week with the flu. Flu thought they was gonna hold me back all weekend. SIKE","Twitter for iPhone",,,,FALSE,FALSE,2,0,,,,,,,,,,,,,,,,"en",,,,,"https://api.twitter.com/1.1/geo/id/67b98f17fdcf20be.json","Boston","Boston, MA","city","United States","US",,,"-71.191421 -70.986004 -70.986004 -71.191421 42.227797 42.227797 42.399542 42.399542"
"x970010926220021761",2018-03-03 19:00:01,"x115442398","SNHDinfo","RT Most people with #flu don't need to see a #heatlhcareprovider. @CDCFlu has information about caring for someone who is sick. If you have questions about when to see a #healthcareprovider, visit: https://t.co/XEE9Z6du5d #FightFlu #CoverYourCough #Handwashing https://t.co/3kfNjV8ZIh","Buffer",,,,TRUE,FALSE,0,0,"flu heatlhcareprovider healthcareprovider FightFlu CoverYourCough Handwashing",,"j.mp/2F8Wrou twitter.com/SNHDflu/status…","https://t.co/XEE9Z6du5d https://t.co/3kfNjV8ZIh","http://j.mp/2F8Wrou https://twitter.com/SNHDflu/status/969649055285510150",,,,,,,,,"x16616061","CDCFlu","en","x969649055285510150","#Flu is a virus, antibiotics will not work. Do you know how to care for someone sick with flu? @CDCFlu:  https://t.co/OqOmiswyS5  #FightFlu #CoverYourCough #Handwashing https://t.co/PLr4lKkStS",,,,,,,,,,,
"x970010906137710594",2018-03-03 18:59:56,"x864006834","50somethingish","Being sick and helping out with my dad who has the flu and not in great shape at 91 is worrysome and depressing. I don’t know if I am doing things right…very rare do I feel lonely but I want my dad back.","Tweetbot for iΟS",,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x969998735500509185",2018-03-03 18:11:34,"x1885187317","albicanto","I’d rather be sick with the flu for 2 weeks than this holy sh i T bitch fuck","Twitter for iPhone",,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x969993961002582016",2018-03-03 17:52:36,"x18775294","SusanELyon","Hey @jakeow they love you whether you win or lose, whether you are sick or healthy, whether you play or not. Don’t let the flu bug mess with your mind even if you can’t stop it from impacting your body. The Overwatch Season is long. #GreenWall https://t.co/QySDHPYRFk","Twitter for iPad",,,,TRUE,FALSE,6,0,"GreenWall",,"twitter.com/dalailama/stat…","https://t.co/QySDHPYRFk","https://twitter.com/dalailama/status/964446764739760128",,,,,,,,,"x787767426524086272","jakeow","en","x964446764739760128","Genuine friends, are attracted by a warm heart, not money, not power. A genuine friend considers you as just another human being, as a brother or sister, and shows affection on that level, regardless of whether you are rich or poor, or in a high position; that is a genuine friend",,,,,,,,,,,
"x969992065189863424",2018-03-03 17:45:04,"x2750596922","DCRanchFamilyMD","Did you know if you get the flu shot you can still get sick if you end up coming into contact with a different strain of the virus. But the symptoms could be less severe because you had a flu shot. https://t.co/frQOxFZSdD
 #flu #virus #vaccine #flushot #cold #symptoms #health https://t.co/Yd6ZVawDTc","Twuffer",,,,FALSE,FALSE,0,0,"flu virus vaccine flushot cold symptoms health",,"bit.ly/2F0bixA","https://t.co/frQOxFZSdD","http://bit.ly/2F0bixA","http://pbs.twimg.com/media/DXYapDuUQAAkBR3.jpg","https://t.co/Yd6ZVawDTc","https://twitter.com/DCRanchFamilyMD/status/969992065189863424/photo/1","photo","http://pbs.twimg.com/media/DXYapDuUQAAkBR3.jpg","https://t.co/Yd6ZVawDTc","https://twitter.com/DCRanchFamilyMD/status/969992065189863424/photo/1",,,,"en",,,,,,,,,,,,,
"x969983931717169154",2018-03-03 17:12:45,"x296000723","MiIlz_","@BrandonLBentley Dude I would love to! But I’m currently pretty sick battling the flu. I would hate to give you guys or baby what I’m dealing with right now","Twitter for iPhone","x969981251376631808","x1010011472","BrandonLBentley",FALSE,FALSE,0,0,,,,,,,,,,,,,,"x1010011472","BrandonLBentley","en",,,,,"https://api.twitter.com/1.1/geo/id/8fe1b634982002af.json","Spearfish","Spearfish, SD","city","United States","US",,,"-103.8902196 -103.7857194 -103.7857194 -103.8902196 44.452744 44.452744 44.51233 44.51233"
"x969982178837913605",2018-03-03 17:05:47,"x472985506","BakerGene","Please put daughter Tina and husband Larry McLamb on your prayer list.  She has been sick with flu for 3 weeks and Larry found out this week that he has stage 3 carcinoma cancer in his throat. Going to Chapel Hill to arrange treatment. Thanks for your prayers. May God heal him.","Twitter Web Client",,,,FALSE,FALSE,1,0,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x969975781874159617",2018-03-03 16:40:22,"x961999719630336000","abduillih","RT @LeilaniLeiXxX: Good afternoon my fellow pervs! Hope y’all are enjoying your day! 😜

The young studs notified us they were sick with the…","Twitter for iPhone",,,,FALSE,TRUE,0,9,,,,,,,,,,,,,,"x497864611","LeilaniLeiXxX","en",,,"x964221841295454210","Good afternoon my fellow pervs! Hope y’all are enjoying your day! 😜

The young studs notified us they were sick with the flu so Sally and I had a relaxing morning and brunch before she headed home. We will try again in a couple of weeks. 😜 https://t.co/0iecXmH9cl",,,,,,,,,
"x969974567971246081",2018-03-03 16:35:32,"x340261113","JHersheyFitness","@scamful @kailynnsux I call out of work sick one day, that same day i got engaged. I was soooo sick with the flu, but my fiance wanted to celebrate, so we went out for just one drink. My boss was at the same bar.","Twitter Web Client","x969360954327752704","x2575463899","scamful",FALSE,FALSE,0,0,,,,,,,,,,,,,,"x2575463899 867557354124046336","scamful kailynnsux","en",,,,,,,,,,,,,
"x969973745870917634",2018-03-03 16:32:16,"x836008537541193728","IzzyJDarby","So I had the flu Wednesday - Friday. Then this morning I wake up with symptoms of strep throat. Why this happening to me?😑😫
#sick #immunesystemshot #struggleisreal","Twitter for iPhone",,,,FALSE,FALSE,0,0,"sick immunesystemshot struggleisreal",,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x969969275325898752",2018-03-03 16:14:31,"x945028786365624320","meowdface","Someone was cramping my style home sick all week with the flu. https://t.co/tGb5KjlMvw","Twitter for iPhone",,,,FALSE,FALSE,0,0,,,,,,"http://pbs.twimg.com/ext_tw_video_thumb/969969234376732672/pu/img/QLpH5niwgSWmdrxW.jpg","https://t.co/tGb5KjlMvw","https://twitter.com/meowdface/status/969969275325898752/video/1","photo","http://pbs.twimg.com/ext_tw_video_thumb/969969234376732672/pu/img/QLpH5niwgSWmdrxW.jpg","https://t.co/tGb5KjlMvw","https://twitter.com/meowdface/status/969969275325898752/video/1",,,,"en",,,,,,,,,,,,,
"x969961289853341698",2018-03-03 15:42:47,"x22689184","hnb6458","@Reflog_18 Being sick all week with the flu was more than enough. I’ve managed jello and applesauce. I’ll leave this one to the professionals","Twitter for iPhone","x969960043809558528","x490900538","Reflog_18",FALSE,FALSE,1,0,,,,,,,,,,,,,,"x490900538","Reflog_18","en",,,,,,,,,,,,,
"x969959685695688704",2018-03-03 15:36:24,"x929771730968764418","shelpaii","everyone in my house is getting sick with the flu (；ω；)","Twitter for iPhone",,,,FALSE,FALSE,1,0,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x969951825502883841",2018-03-03 15:05:10,"x21085413","DialNforNicole","@morganxfaye I got sick the day after I got mine in October. Not with the flu, but still. It sucked. I hope you feel better, soon. 💗","Twitter for iPhone","x969949959238881280","x48471394","morganxfaye",FALSE,FALSE,1,0,,,,,,,,,,,,,,"x48471394","morganxfaye","en",,,,,,,,,,,,,
"x969950577554845696",2018-03-03 15:00:13,"x2561952475","SignatureCareTX","Finally getting out from under the #flu? Just because you're feeling better doesn't mean you can't get other people sick. You can spread the flu for longer than you might think. https://t.co/wbli5oCgNi via @NPRHealth","Hootsuite",,,,FALSE,FALSE,0,0,"flu",,"n.pr/2F5z26V","https://t.co/wbli5oCgNi","http://n.pr/2F5z26V",,,,,,,,,"x13787352","NPRHealth","en",,,,,,,,,,,,,
"x969931663856799746",2018-03-03 13:45:03,"x139839643","CapPediatric","In case you have not heard it enough, stay careful during the flu season. 😷 https://t.co/tpDBhaZ1HU","Hootsuite",,,,FALSE,FALSE,0,0,,,"ow.ly/Mcgc30iJp9I","https://t.co/tpDBhaZ1HU","http://ow.ly/Mcgc30iJp9I",,,,,,,,,,,"en",,,,,,,,,,,,,
"x969929152118878213",2018-03-03 13:35:04,"x2841749350","FirstCare123","If you are one of the thousands of Americans sick with the flu, this one’s for you. When is it really okay to go back to school or work? Read this article to find out if you’re still contagious: https://t.co/Bp4Y5GIO7S","Hootsuite",,,,FALSE,FALSE,0,0,,,"ow.ly/X7ak30iCwtv","https://t.co/Bp4Y5GIO7S","http://ow.ly/X7ak30iCwtv",,,,,,,,,,,"en",,,,,,,,,,,,,
"x969929057155633153",2018-03-03 13:34:42,"x924453680493006848","BrianPa87296380","@JenniJoyceTV I'm glad that you don't have a cold. I know the flu or flu-like symptoms are going around. I was sick with flu-like symptoms for a month &amp; a half. In fact I got it on my birthday back in January. That was some birthday present.","Twitter for Android","x969924901841915904","x915675469","JenniJoyceTV",FALSE,FALSE,0,0,,,,,,,,,,,,,,"x915675469","JenniJoyceTV","en",,,,,,,,,,,,,
"x969926560668094465",2018-03-03 13:24:47,"x51749503","msswishasweets","R.I.P RICK ROSS MAN THIS SHIT SUPER SAD.. IF U FEEL SICK GO TO THE HOSPITAL. FLU N PNEUMONIA NOTHING TO PLAY WITH https://t.co/yaQx73WnwD","Facebook",,,,FALSE,FALSE,0,0,,,"fb.me/7v0SHj3yB","https://t.co/yaQx73WnwD","https://fb.me/7v0SHj3yB",,,,,,,,,,,"en",,,,,,,,,,,,,
"x969925719857029121",2018-03-03 13:21:26,"x747665971","MelissaIsArtsy","What do I have planned for my day? A total body workout, then as little as possible because I am sick. Woohoo. Where did I get this? The only human contact I had in 3 days was with that florist. Dammit. 
#birthday #flu #justgimmecake #happybirthday https://t.co/IYPv4t4cA1 https://t.co/LjH4znKglA","IFTTT",,,,FALSE,FALSE,1,0,"birthday flu justgimmecake happybirthday",,"ift.tt/2I1ROub","https://t.co/IYPv4t4cA1","http://ift.tt/2I1ROub","http://pbs.twimg.com/media/DXXeTO2WsAA3kgp.jpg","https://t.co/LjH4znKglA","https://twitter.com/MelissaIsArtsy/status/969925719857029121/photo/1","photo","http://pbs.twimg.com/media/DXXeTO2WsAA3kgp.jpg","https://t.co/LjH4znKglA","https://twitter.com/MelissaIsArtsy/status/969925719857029121/photo/1",,,,"en",,,,,,,,,,,,,
"x969924758061056000",2018-03-03 13:17:37,"x1310910163","touchscreented","RT @LaurelSnyder: And of course, since I have 2 final days to work on my novel, Mose is home sick with flu.  What's amazing is that he's ol…","Twitter Web Client",,,,FALSE,TRUE,0,1,,,,,,,,,,,,,,"x14313170","LaurelSnyder","en",,,"x969037394480640000","And of course, since I have 2 final days to work on my novel, Mose is home sick with flu.  What's amazing is that he's old enough to just read quietly while I work.  I remember how, when he was little and noisy, I never thought I'd get to this point. #amWriting #amMomming",,,,,,,,,
"x969916891346194446",2018-03-03 12:46:21,"x3430416833","MontcoHealth","RT @PAHealthDept: Sick with the #flu? STAY HOME! Even if your illness is mild, avoid spreading it to others by changing your plans and stay…","Twitter for iPhone",,,,FALSE,TRUE,0,3,"flu",,,,,,,,,,,,,"x3218464527","PAHealthDept","en",,,"x969678739750531072","Sick with the #flu? STAY HOME! Even if your illness is mild, avoid spreading it to others by changing your plans and staying home for at least 24 hours after your fever is gone. https://t.co/ii1HGM8m7T",,,,,,,,,
"x969912781926526976",2018-03-03 12:30:01,"x344045171","LaRonRagsdale","The Big Bird on campus takes flight and gives everyone bird flu with this sick dunk! #BirdFlyinHigh 🍿 https://t.co/JwDQKFByQS","Twitter for iPhone",,,,TRUE,FALSE,2,1,"BirdFlyinHigh",,"twitter.com/sunprairiefb/s…","https://t.co/JwDQKFByQS","https://twitter.com/sunprairiefb/status/969783854310547456",,,,,,,,,,,"en","x969783854310547456","Oh my Lord... #BIRDGANG https://t.co/cYXzNYYGbc",,,,,,,,,,,
"x969894963847794688",2018-03-03 11:19:13,"x593255616","QueenMophead","I went on duty yesterday with the flu and everyone was scorning me cause I'm sick and ask me why I come Lmao. I'm taking today off, hopefully my voice will sound way better tomorrow and my throat won't be as sore.","Twitter for Android",,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x969893534835683328",2018-03-03 11:13:33,"x907121970323402752","CrossChopper","Yuck! I’ve been super sick with the flu! Sorry for late responses when I said I’d have sketches in 😰 Everone who ordered a badge should have basic sketches sent! If not, PLEASE LET ME KNOW!!! All fur and suit part packages have been sent too, MAJOR THANK YOU FOR YOUR SUPPORT! 💕","Twitter for iPhone",,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"en",,,,,"https://api.twitter.com/1.1/geo/id/3b77caf94bfc81fe.json","Los Angeles","Los Angeles, CA","city","United States","US",,,"-118.668404 -118.155409 -118.155409 -118.668404 33.704538 33.704538 34.337041 34.337041"
"x969888718914953217",2018-03-03 10:54:24,"x535136990","caknox1","@thomyorke Mr. Yorke: Think Twilight Zone directed by David Lynch, soundtrack by Richard D. James, all shrouded in a dream-state while sick with the flu.","Twitter for Android","x969869512416944128","x110509537","thomyorke",FALSE,FALSE,1,0,,,,,,,,,,,,,,"x110509537","thomyorke","en",,,,,,,,,,,,,
"x969881272934858752",2018-03-03 10:24:49,"x455184055","joligoebel","Should have taken both of my parents being sick with the flu as a warning, bc now at 4:30 in the morning I cant sleep and feel worse every minute? This is the WORST week of all weeks to get sick. Please no not when my birthday is two days away 😭","Twitter for iPhone",,,,FALSE,FALSE,1,0,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x969877334386880512",2018-03-03 10:09:10,"x949170054989361152","Abad4Danilo","RT @Cayenne_Candy: I was so sick with the flu. I prayed immediately. It ran it's course for 2days by Thursday nothing was keeping me from a…","Twitter for iPhone",,,,FALSE,TRUE,0,4,,,,,,,,,,,,,,"x2635045885","Cayenne_Candy","en",,,"x941732300743520256","I was so sick with the flu. I prayed immediately. It ran it's course for 2days by Thursday nothing was keeping me from attending church and getting the word infused into my soul. To be amongst those that I love my sister's and brothers. #MyChurchIsHome #JesusOurKing #Blessed",,,,,,,,,
"x969877112185413633",2018-03-03 10:08:17,"x941849910630080512","datchurchonline","RT @Cayenne_Candy: I was so sick with the flu. I prayed immediately. It ran it's course for 2days by Thursday nothing was keeping me from a…","Twitter Web Client",,,,FALSE,TRUE,0,4,,,,,,,,,,,,,,"x2635045885","Cayenne_Candy","en",,,"x941732300743520256","I was so sick with the flu. I prayed immediately. It ran it's course for 2days by Thursday nothing was keeping me from attending church and getting the word infused into my soul. To be amongst those that I love my sister's and brothers. #MyChurchIsHome #JesusOurKing #Blessed",,,,,,,,,
"x969870696145965056",2018-03-03 09:42:47,"x926963082320072704","PDelarios","@HoarseWisperer If you took Tamiflu and had the flu less than two weeks, it worked.  I was sick for 5 weeks with the flu. I didn’t have any Tamiflu.","Twitter for iPhone","x968256816235925504","x784575415457308672","HoarseWisperer",FALSE,FALSE,0,0,,,,,,,,,,,,,,"x784575415457308672","HoarseWisperer","en",,,,,,,,,,,,,
"x969865747714445312",2018-03-03 09:23:08,"x164930492","DamnHeANupe","RT @lynettenessa: cold like i’m sick with the flu https://t.co/hHo8AnXcUP","Twitter for iPhone",,,,FALSE,TRUE,0,108,,,,,,"http://pbs.twimg.com/media/DVubDgYV4AAuvC-.jpg","https://t.co/hHo8AnXcUP","https://twitter.com/lynettenessa/status/962533437361057793/photo/1","photo","http://pbs.twimg.com/media/DVubDgYV4AAuvC-.jpg http://pbs.twimg.com/media/DVubDgXVoAEAtQw.jpg","https://t.co/hHo8AnXcUP https://t.co/hHo8AnXcUP","https://twitter.com/lynettenessa/status/962533437361057793/photo/1 https://twitter.com/lynettenessa/status/962533437361057793/photo/1",,"x2960642053","lynettenessa","en",,,"x962533437361057793","cold like i’m sick with the flu https://t.co/hHo8AnXcUP",,,,,,,,,
"x969861919535517696",2018-03-03 09:07:55,"x757265523340091392","bon_prot","RT @CDCFlu: #FluTip: Sick with #flu? Stay home for at least 24 hours after your fever is gone, except if you need medical care.  https://t.…","Twitter for Android",,,,FALSE,TRUE,0,126,"FluTip flu",,,,,,,,,,,,,"x16616061","CDCFlu","en",,,"x968170688208138242","#FluTip: Sick with #flu? Stay home for at least 24 hours after your fever is gone, except if you need medical care.  https://t.co/pGrHlkRexy https://t.co/B5GgIHhKyM",,,,,,,,,
"x969842510540533761",2018-03-03 07:50:47,"x951869860379807744","catcherinaspine","I’ve got a confession to make: I haven’t picked up the Goldfinch at all this week. Been too tired to read and my reading buddy, my boyfriend has been sick with the flu. Wishing he feels better in the morning. 👼🏻🌹❤️","Twitter for iPhone",,,,FALSE,FALSE,1,0,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x969826800762318853",2018-03-03 06:48:22,"x406097067","bethpadillo5","Good morning . Deal this Eastern Beast so well . Many are down with flu - my 7th day on bed . Also  a privillige to read books when sick . #friends #health  #Siberian  #winter","Twitter for iPhone",,,,FALSE,FALSE,0,0,"friends health Siberian winter",,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x969824369143894017",2018-03-03 06:38:42,"x143680775","sagechano","@masksarehot My mom was sick with this flu business for  a whole month. She only just got back on her game in the last month. I hope your recovery is quick though.","Twitter for Android","x969803344591007745","x2469654115","masksarehot",FALSE,FALSE,0,0,,,,,,,,,,,,,,"x2469654115","masksarehot","en",,,,,,,,,,,,,
