"status_id","created_at","user_id","screen_name","text","source","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","retweet_status_id","retweet_text","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords"
"x972218835146338304",2018-03-09 21:13:27,"x822520578804482052","publichealthPR1","RT @CDCgov: #Flu activity has peaked and is down significantly for the third consecutive week, but flu activity is still elevated, and is e…","Twitter for Android",,,,FALSE,TRUE,0,33,"Flu",,,,,,,,,,,,,"x146569971","CDCgov","en",,,"x972208967245017088","#Flu activity has peaked and is down significantly for the third consecutive week, but flu activity is still elevated, and is expected to continue for several more weeks. More from this week’s latest #FluView report: https://t.co/qdkfE6dlof https://t.co/pSK640a53e",,,,,,,,,
"x972218241497133057",2018-03-09 21:11:06,"x498181438","ImmunizePA","RT @CDCgov: #Flu activity has peaked and is down significantly for the third consecutive week, but flu activity is still elevated, and is e…","Twitter Web Client",,,,FALSE,TRUE,0,33,"Flu",,,,,,,,,,,,,"x146569971","CDCgov","en",,,"x972208967245017088","#Flu activity has peaked and is down significantly for the third consecutive week, but flu activity is still elevated, and is expected to continue for several more weeks. More from this week’s latest #FluView report: https://t.co/qdkfE6dlof https://t.co/pSK640a53e",,,,,,,,,
"x972217825757749248",2018-03-09 21:09:27,"x810110213143613441","imagoApps","RT @CDCgov: #Flu activity has peaked and is down significantly for the third consecutive week, but flu activity is still elevated, and is e…","imagoApps",,,,FALSE,TRUE,0,33,"Flu",,,,,,,,,,,,,"x146569971","CDCgov","en",,,"x972208967245017088","#Flu activity has peaked and is down significantly for the third consecutive week, but flu activity is still elevated, and is expected to continue for several more weeks. More from this week’s latest #FluView report: https://t.co/qdkfE6dlof https://t.co/pSK640a53e",,,,,,,,,
"x972217700964618240",2018-03-09 21:08:57,"x352345266","daveycrokett","@LotusOak My wife age 50 came down with type 1 diabetes 2 weeks after receiving the H1N1 flu shot. DO NOT GET ANY FLU SHOT, THEY ARE NOT SAFE","Twitter for iPhone","x970828636017307648","x424711422","LotusOak",FALSE,FALSE,0,0,,,,,,,,,,,,,,"x424711422","LotusOak","en",,,,,,,,,,,,,
"x972216898434854913",2018-03-09 21:05:46,"x56900138","adrianabello","RT @AAPNews: Flu activity continues to slow down, but 5 more children have died. https://t.co/Srao5l6LRZ https://t.co/ruVq6wESw5","Twitter for iPhone",,,,FALSE,TRUE,0,4,,,"ow.ly/EVRX30iRjXR","https://t.co/Srao5l6LRZ","http://ow.ly/EVRX30iRjXR","http://pbs.twimg.com/media/DX3mf2YVoAE9gmN.jpg","https://t.co/ruVq6wESw5","https://twitter.com/AAPNews/status/972186531321602048/photo/1","photo","http://pbs.twimg.com/media/DX3mf2YVoAE9gmN.jpg","https://t.co/ruVq6wESw5","https://twitter.com/AAPNews/status/972186531321602048/photo/1",,"x26903206","AAPNews","en",,,"x972186531321602048","Flu activity continues to slow down, but 5 more children have died. https://t.co/Srao5l6LRZ https://t.co/ruVq6wESw5",,,,,,,,,
"x972216708940402688",2018-03-09 21:05:00,"x4664730862","BcLaxbro","RT @NeroTweets: I fear I may be coming down with some sort of flu. Right now things are ok, but I'm constantly chilly and achy. Vondy plz","Twitter for iPhone",,,,FALSE,TRUE,0,5,,,,,,,,,,,,,,"x303009020","NeroTweets","en",,,"x972215202795196416","I fear I may be coming down with some sort of flu. Right now things are ok, but I'm constantly chilly and achy. Vondy plz",,,,,,,,,
"x972216369637814272",2018-03-09 21:03:40,"x865790035","alexsrobin","RT @CDCgov: #Flu activity has peaked and is down significantly for the third consecutive week, but flu activity is still elevated, and is e…","Twitter Web Client",,,,FALSE,TRUE,0,33,"Flu",,,,,,,,,,,,,"x146569971","CDCgov","en",,,"x972208967245017088","#Flu activity has peaked and is down significantly for the third consecutive week, but flu activity is still elevated, and is expected to continue for several more weeks. More from this week’s latest #FluView report: https://t.co/qdkfE6dlof https://t.co/pSK640a53e",,,,,,,,,
"x972216204785045506",2018-03-09 21:03:00,"x759777819060736000","TreyarchXbox","RT @NeroTweets: I fear I may be coming down with some sort of flu. Right now things are ok, but I'm constantly chilly and achy. Vondy plz","Twitter for iPhone",,,,FALSE,TRUE,0,5,,,,,,,,,,,,,,"x303009020","NeroTweets","en",,,"x972215202795196416","I fear I may be coming down with some sort of flu. Right now things are ok, but I'm constantly chilly and achy. Vondy plz",,,,,,,,,
"x972216091203260416",2018-03-09 21:02:33,"x43906311","megami771","Kick #sick! https://t.co/Jcdcj1EbAs https://t.co/2DjG4PvK1Z","SocialOomph",,,,FALSE,FALSE,0,0,"sick",,"bit.ly/2AzVcbz","https://t.co/Jcdcj1EbAs","http://bit.ly/2AzVcbz","http://pbs.twimg.com/media/DX4BYF8VwAExybu.jpg","https://t.co/2DjG4PvK1Z","https://twitter.com/megami771/status/972216091203260416/photo/1","photo","http://pbs.twimg.com/media/DX4BYF8VwAExybu.jpg","https://t.co/2DjG4PvK1Z","https://twitter.com/megami771/status/972216091203260416/photo/1",,,,"en",,,,,,,,,,,,,
"x972215466449043456",2018-03-09 21:00:04,"x32431468","AmerAcadPeds","RT @AAPNews: Flu activity continues to slow down, but 5 more children have died. https://t.co/Srao5l6LRZ https://t.co/ruVq6wESw5","Twitter Web Client",,,,FALSE,TRUE,0,4,,,"ow.ly/EVRX30iRjXR","https://t.co/Srao5l6LRZ","http://ow.ly/EVRX30iRjXR","http://pbs.twimg.com/media/DX3mf2YVoAE9gmN.jpg","https://t.co/ruVq6wESw5","https://twitter.com/AAPNews/status/972186531321602048/photo/1","photo","http://pbs.twimg.com/media/DX3mf2YVoAE9gmN.jpg","https://t.co/ruVq6wESw5","https://twitter.com/AAPNews/status/972186531321602048/photo/1",,"x26903206","AAPNews","en",,,"x972186531321602048","Flu activity continues to slow down, but 5 more children have died. https://t.co/Srao5l6LRZ https://t.co/ruVq6wESw5",,,,,,,,,
"x972215333804179459",2018-03-09 20:59:33,"x280709150","StaceyABurling","RT @CDCgov: #Flu activity has peaked and is down significantly for the third consecutive week, but flu activity is still elevated, and is e…","Twitter Web Client",,,,FALSE,TRUE,0,33,"Flu",,,,,,,,,,,,,"x146569971","CDCgov","en",,,"x972208967245017088","#Flu activity has peaked and is down significantly for the third consecutive week, but flu activity is still elevated, and is expected to continue for several more weeks. More from this week’s latest #FluView report: https://t.co/qdkfE6dlof https://t.co/pSK640a53e",,,,,,,,,
